midi_name,game_name,key_signature,harmonic_reduction
1wongchingsum.mid,sonic1,G major,"['V', 'vi42', 'I42', 'I42', 'V', 'vi42', 'iii', 'IV42', 'I', 'ii42', 'I42', 'I42', 'vi7', 'iii65', 'IV7', 'vi65', 'I', 'I6', 'I6', 'IV', 'V42', 'IV42', 'iii', 'iii42', 'IV42', 'ii42', 'ii42', 'iii43', 'vii', 'vi', 'IV42', 'ii', 'vii65', 'IV42', 'iii42', 'ii42', 'vii53', 'V', 'vii42', 'ii42', 'V', 'vi42', 'IV7', 'IV42', 'ii', 'ii42', 'ii42', 'I42', 'vii42', 'vi42', 'IV42', 'iii7', 'ii', 'I', 'I64', 'I64', 'I64']"
1x.MID,sonic1,G major,"['I53', 'vi6', 'ii42', 'I42', 'IV65', 'V43', 'vi53', 'i', 'i', 'I', 'v', 'vi', 'I53', 'iii42', 'v', 'I53', 'I53', 'i', 'V64', 'iv43', 'I53', 'I53', 'i', 'I53', 'I64', 'i', 'i', 'I6', 'v', 'v', 'I', 'I53', 'i', 'i', 'iv', 'i', 'I53', 'I', 'ii53', 'V6', 'vi42', 'v43', '-VI', 'i', 'I53', 'I', 'v', 'i', 'I53', 'I', 'i', 'I53', 'I53', 'I53', 'V', 'iv43', 'I53', 'I64', 'i', 'ii53', 'V6', 'I43', 'II', 'iii', 'IV53', 'v', 'I', 'I', 'I']"
1yesterday.mid,sonic1,C major,"['-', 'I53', 'I53', 'I', 'vii7', 'vi43', 'vi7', 'vi43', 'vi42', 'IV53', 'V7', 'vii', 'I53', 'vi42', 'II6', 'IV', 'vi42', 'vi42', 'I53', 'i', 'vi', 'vi43', 'iii', 'I43', 'vi42', 'IV53', 'V7', 'ii', 'I53', '#v53', 'II6', 'II6', 'IV7', 'vi6', 'vi', '-iii65', 'vi64', 'IV42', 'iii', 'vii', 'V7', 'I7', 'I', 'vi', 'vi', 'III', 'iii', 'vii65', 'vii', 'V7', 'V', 'iv', 'iv43', 'I', 'I', 'I42', 'III7', 'vi', 'vi', 'iii', 'IV53', 'V7', 'iv', 'I', 'vi42', 'II6', 'IV53', 'I53', 'I53', 'ii', 'II6', 'IV64', 'IV64', 'I64', 'I53', 'i', 'i', 'i', 'i', 'i', 'i']"
1yoend.mid,sonic1,C major,"['-', 'i', 'vi7', 'V7', 'I53', 'ii42', 'vi7', 'v7', 'IV', 'vi7', 'I53', 'IV53', 'vi42', 'V42', 'vi65', 'vi7', 'I64', 'v42', 'vi7', 'V6', 'vi7', 'I', 'vi42', 'I53', 'i7', 'vi42', 'vii', 'iii65', 'I', 'I6', 'v', 'v', 'V53', 'I64', 'vi7', 'I6', 'IV53', 'IV53', 'V6', 'ii42', 'I53', 'i', 'I64', 'V6', 'ii6', 'iii42', 'vii', 'vi7', 'I64', 'I', 'vi7', 'vi53', 'I', 'ii7', 'I53']"
1yoKISS.mid,sonic1,C major,"['-', '-', 'vi42', 'I6', 'V64', 'v7', 'iii64', 'I6', 'v43', 'v7', 'I7', 'ii', 'V', 'i', 'I', 'ii', 'V', 'I7', 'vi42', 'vii42', 'V53', 'i7', 'I', 'vii42', 'V', 'I7', 'i', 'i64', 'i42', 'i64', 'iv', 'i', 'i', 'vi65', 'IV7', 'V53', 'IV', 'iii6', 'vi42', 'V53', 'vi42', 'I64', 'iii', 'V53', 'i', 'iii6', 'vi42', 'I', 'ii', 'i', 'I6', 'iii42', 'v7', 'iii6', 'vi43', 'V64', 'v7', 'iii43', 'ii', 'V7', 'i7', 'i7', 'vi', 'i43', 'I64', 'i', 'ii', 'i43', 'i7', 'I43', 'ii', 'V', 'I53', 'i', 'i64', '-iii42', 'i64', '-iii', '-iii', 'i6', 'vi65', 'IV7', 'V', 'ii', 'iii6', 'vi42', 'V53', 'IV', 'I64', 'I64', 'V53', 'ii', 'I64', 'vi42', 'iii65', 'ii', 'i', 'I', 'ii7', 'ii65', 'i64', 'IV', 'IV', 'vi7', 'V', 'I', 'iii42', 'iii7', 'iii42', 'vii42', 'vi', 'vi', 'vi', 'ii', '#iv', 'VI', 'vi', 'ii', 'vi', 'vi', 'vi', 'ii', '#iv', 'vii42', 'vi', 'ii', 'II64', '#iv42', 'vi7', 'vii43', 'II6', 'VI64', 'vi7', 'vi6', 'iii7', 'II42', 'II42', '#iv64', 'II7', 'II7']"
1yoomlg.mid,sonic1,D major,"['I64', 'vi7', 'I6', 'iii7', 'I64', 'I42', 'vii', 'V53', 'i', '-VI', 'vi', 'vii43', 'I53', 'vi42', 'ii53', 'V53', 'iv', 'iv64', 'iv65', 'v', 'IV53', 'I64', 'iv', 'I64', 'iii', 'I64', 'ii42', 'V53', 'i', 'v42', 'i', 'vi42', 'I53', 'vi42', 'ii53', 'V53', 'iv', 'iv64', 'iv65', 'v', 'IV53', 'I64', 'iv', 'I', 'iii', 'I64', 'ii42', 'V53', 'iii7', 'iii', 'I64', 'ii53', 'vi', 'vi7', 'iv', 'V64', 'IV53', 'I64', 'iv', 'I', 'iii', 'I64', 'ii42', 'V53', 'I', 'IV', 'vi65', 'vi42', 'I53', 'IV', 'vi65', 'vi42']"
1yotownscenes.mid,sonic1,G major,"['-', 'iv53', 'I6', 'ii42', 'I6', 'iv53', 'I6', 'ii42', 'I6', 'I', 'vi', 'ii53', 'I53', 'ii7', 'vi53', 'ii', 'IV', 'I53', 'vi', 'ii53', 'I', 'ii53', 'vi53', 'ii', 'iii65', 'ii43', 'I6', 'ii42', 'I6', 'I53', 'vi7', 'ii53', 'I53', 'ii53', 'I53', 'ii53', 'V53', 'I53', 'vi7', 'ii53', 'I53', 'ii53', 'I53', 'ii53', 'V53', 'ii43', 'I6', 'ii42', 'I6', 'iv53', 'iii43', 'ii7', 'iii7', 'iv53', 'iii43', 'ii7', 'iii7', 'ii7', 'IV64', 'ii7', 'IV64', 'ii7', 'IV64', 'V64', 'V64', 'vi42', 'V64', 'vi42', 'V64', 'vi42', 'V64', 'vi42', 'V64', 'ii53', 'iv64', 'V6', 'V43', 'I6', 'ii42', 'I6', 'iv53', 'I6', 'ii42', 'I6', 'I53', 'vi7', 'ii53', 'I53', 'ii53', 'I53', 'ii53', 'V53', 'I53', 'vi7', 'ii53', 'I53', 'ii53', 'I53', 'ii53', 'V53', 'ii43', 'I6', 'ii42', 'I6', 'iv53', 'iii43', 'ii7', 'iii7', 'iv53', 'iii43', 'ii7', 'iii7', 'ii7', 'IV64', 'ii7', 'IV64', 'ii7', 'IV64', 'V64', 'V6', 'I6', 'V64', 'I6', 'V64', 'I6', 'V64', 'I6', 'V64', 'ii53', 'iv64', 'V42', 'vi', 'V42', 'iv53', 'I6', 'ii42', 'I6', 'iv53', 'I6', 'ii42', 'I64', 'iv6', 'I6', 'ii42', 'I6', 'iv53', 'I6', 'ii42', 'I6']"
1yuiloveyou.mid,sonic1,A major,"['I53', 'V', 'ii7', 'iv', 'vi42', 'I53', 'iii7', 'vi53', 'i', 'I', 'vii', 'vi53', 'i', 'IV', 'vi', 'IV', 'vi53', 'ii', 'vi', 'IV', 'vi53', 'V7', 'i', 'I53', 'iii7', 'ii43', 'vi42', 'i', 'I6', 'iii', 'IV7', 'IV', 'i', 'v', 'v', 'v', 'v', 'v', 'v', 'I', 'vi53', 'ii43', 'I', 'I53', 'vi53', 'ii7', '-VI', 'vi53', 'I65', 'vi', 'vi42', 'IV53', 'vi7', 'IV53', 'I64', 'I', 'iii7', 'ii43', 'I', 'iii53', 'vii42', 'IV53', 'v', 'I64', 'iii7', 'I6', 'vi53', 'iv', 'vi42', 'IV', 'iii', 'v7', 'i', 'i', 'i']"
1Zero.mid,sonic1,a minor,"['v7', 'IV', 'i', 'v42', 'v42', 'v7', 'IV', 'IV', 'v42', 'v7', 'IV', '-VII', 'v', 'v', 'i53', 'i53', 'v', 'v', 'i64', 'i', 'v', 'v', 'i64', 'i7', 'III6', 'I53', 'III6', '-VII7', 'v42', 'v7', 'IV', '-VII', 'v', 'v', 'i53', 'i', 'v', 'v6', 'i64', 'i7', 'III6', 'I53', 'III6', 'I53', 'III53', 'i', 'v', 'v', 'v', 'iv', 'v', 'v', 'v', 'iv', 'v', 'v', 'i7', 'iv', 'v', 'v', 'i7', 'iv', 'v', 'v7', 'v53', '#vi', 'i43', 'v7', '#vi42', 'iv43', 'iii', 'i', 'iii', 'i', 'III53', 'i', 'v42', 'v7', 'IV', 'IV', 'v42', 'v7', 'IV', '-VII', 'ii53', 'IV', 'v', 'v']"
1_02_Opening_Theme_-_Bombing_Mission.mid,sonic1,a minor,"['v', 'v', 'v', 'v', 'v', '-v', 'i', '#iii42', 'i', 'v', 'v', 'v42', 'v42', 'ii', 'ii', 'v', 'v', 'V64', 'V64', 'V64', 'V64', '-vi', '-vi', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i6', 'i', 'V65', 'i', 'iv', 'i', 'iv43', 'i', 'I', 'i', '#vii', 'ii53', 'ii42', '-V', 'vii64', '#iii', 'vii', '-V42', 'vii', 'vii43', 'vii', 'iv', 'iv42', 'ii', '-II', 'iv', 'i7', '-VI', 'iv', 'i', 'i', 'i', 'i', '-VI', '-VI', 'iv64', 'iv64', 'iv', 'ii', 'iv', 'ii', 'iv', 'v42', 'iv', 'iv', '-VI', '-VI', 'iv64', 'iv64', '-VI', 'vii', 'I', '-VI6', 'i', 'i7', 'i7', 'iv64', '-VI', '-VI', 'I', '-VI6', '#vii', '-ii42', '-VI65', 'iv64', 'iv', 'ii', 'iv', 'ii', 'iv', 'iv', 'iv', 'iv', 'i', 'i', 'i', 'i', 'i', 'i', '-ii42', 'i', 'i', 'V65', 'i', 'V65']"
1_03_Mako_Reactor.mid,sonic1,f minor,"['i', 'i', 'i', 'v', 'v53', 'v', 'i', '#v7', 'v', 'v53', 'i', 'v7', 'iv', 'iv', 'iv', 'iv', 'I', 'ii7', 'I', 'ii', 'ii53', 'ii53', 'ii', 'ii53', 'iv', 'iv', '#v42', '#v42', 'iv', 'iv', 'iv', '#v42']"
1_04_Anxious_Heart.mid,sonic1,c minor,"['iv', 'ii6', 'iv', 'ii', 'i6', 'I6', 'i64', 'i', 'I6', 'iv', 'ii', 'iv', 'ii', 'iv', 'ii53', 'iv', 'ii53', 'i64', 'I53', 'i6', 'I53', 'iv', 'III', 'iv', '#i7', 'iv', 'III', 'iv', 'iii', 'iv', 'iii']"
1_06_Barrets_Theme.mid,sonic1,F major,"['I', 'I53', 'I', 'I53', 'I', 'I53', 'I53', 'I53', 'I', 'I53', 'I', 'I53', 'IV', 'iv', 'IV53', 'IV53', 'I', 'I53', 'I', 'I53', 'v', 'vii', 'ii', 'ii', 'i', '#ii65', '#ii65', '#iii53', 'VII', 'V42']"
1_07_Hurry.mid,sonic1,e- minor,"['-ii', '-ii', '-ii', '-ii', '-VI', '-v', 'v', 'i', 'iv', 'iv', '-VI', '-v', 'iii42', 'iii42', 'iii42', '-ii7', 'ii42', 'III42', 'ii', 'v', 'i', 'i', 'ii42', 'III42', 'ii', 'ii', 'ii7', 'iv7', 'III7', 'III', 'iii65', '-ii', 'i', '-I', 'ii7', 'iv7', 'III7', 'III', 'iii65', '-ii', 'i', '-I', 'i53', 'i53', 'i53', 'i53', 'i']"
1_09_Lurking_In_The_Darkness.mid,sonic1,e minor,"['-', '-II', '-VI', '-VI', '#iii', 'i', '-v', '-II', '-VI', '-VI', '-VII7', '-VI7', '-II7', '-II7', '-II7', '-II7', '-VII7', '-VI7', '-II7', '-I7', 'III7', 'III7', 'III7', 'III7', '-V65', 'III65', '-I65', '-VI65', '-VII65', '-VII65', 'i43', 'ii', 'v']"
1_09_Shinra_Corporation.mid,sonic1,E- major,"['#vi', '#vi', '#vi', '#vi', '#vi', '#vi', '#vi', '#vi', 'vi42', 'iii', 'v43', 'II53', 'v', '#ii53', 'v', 'v', 'vi', 'iii', 'iii', '#iv42', 'iii53', '#ii65', 'iii53', 'iii53', 'vi42', 'iii', 'v43', 'II53', 'v', '#ii53', 'v', 'v', 'vi', 'iii', 'iii', '#iv42', 'iii53', '#ii65', 'iii53', 'iii53', 'v', 'vi42', 'v', 'v', 'v', '#ii', 'v', 'v', 'iii53', '#iv42', 'iii', 'iii', 'I7', '#iv', 'I53', 'I53', 'I53', 'I53', 'I53', 'I53']"
1_10_Fighting.mid,sonic1,b- minor,"['v', 'v', 'v', '#v7', '##vi42', 'iv', 'v', '#v7', 'v', 'ii65', 'v', '##vi42', 'i', '##vi65', '##vi42', 'v7', 'v', '#v7', 'v', 'ii65', 'v', '##vi42', 'i', '##vi65', '##vi42', 'v7', 'v', '#v7', 'v', 'v7', '##vi42', 'v7', 'v', '#ii', 'v', 'iv', 'i', 'i', '#ii42', 'ii42', 'v', 'v', '#ii', '#ii', 'IV', 'IV53', '##vi42', '##vi42', 'v', 'v', 'IV', 'IV', 'v', 'ii', 'v', '#v7', '##vi42', 'iv', 'v', '#v7']"
1_11_Fanfare.mid,sonic1,f minor,"['-', 'III53', 'vi43', 'iii', '#iv7', 'iii', 'III', 'vi', '#iv7', '#iii65', '#iii65', 'V7', 'V7']"
1_12_Flowers_Blooming_In_The_Church.mid,sonic1,f# minor,"['i65', 'i43', 'i43', 'i43', 'i43', 'i43', 'i43', 'i43', 'i43', 'i42', 'i42', 'i43', 'i', 'vii', 'vii', 'vii', 'i65', 'i43', 'i43', 'i43', 'vii', 'vii', 'vii', 'vii', 'i65', 'i42', 'i42', 'i43', 'i', 'vii', 'vii', 'vii', '-II65', '-I', '-ii', 'vi', 'ii', '-VII', '-VII', '-VII', 'i65', 'i43', 'i43', 'i43', 'i43', 'i43', 'i43', 'i43', 'i64', 'i', 'i', 'i', 'v42', '-VII', '-VII', 'v', 'ii65', 'i', 'i', '-VI', 'iii', 'i42', 'i43', 'i43', 'v', 'v', 'v', 'v', 'ii65', '-VI', '-VI', '-VI', '-VII6', 'v', 'v', 'v', 'ii65', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'iii', 'i42', 'i42', 'i42', 'iv42', 'i', 'i', 'i', '-VII6', 'v', 'v', 'v', 'ii65', 'i', 'i', 'i', '-VII42', '-VII', '-VII', '-VII', 'ii', '-VI', '-VI', '-VI', 'iv7', 'iv43', 'iv43', 'iv65', 'iii', 'i42', 'i42', 'i43', 'i43', 'i43', 'i43', 'i43']"
1_13_Turks_Theme.mid,sonic1,G major,"['-', '-', '-', '-', '-vi', '-vi', '-vi', 'iv', '-vi7', '-vi7', '-VI7', '-VI7', '-VI', '-VI', '-VI7', '-vi7', '-vi7', '-vi7', '-VI7', 'v', 'ii', 'ii', '-VI7', '-vi7', '-vi7', '-vi7', '-VI7', 'vi7', '-', '-', '-', 'v42', 'vi42', '-vi7', '-VI7', '-VI7', 'vi65', '-VI7', '-VI7', '-vi7', 'vi42', '-vi7', '-VI7', 'v', 'v', 'v', '-VI7', '-vi7', 'vi42', '-vi7', '-VI7', 'vi7']"
1_15_Oppresses_People.mid,sonic1,b- minor,"['-', '#ii42', '#ii42', '#ii42', '#ii42', '#v43', '#ii42', '#v43', '#ii42', 'IV', '##vi65', 'IV64', '##vi65', '#ii42', 'i', 'i', '#i', '#i', '#i', '#i', '#i', '#i']"
1_16_Honeybee_Manor.mid,sonic1,C# major,"['-iv', 'iv42', '-iv', 'iv42', '-iv', '--iii', 'v42', '-iv42', '--iii', '-iv', '-iv', 'v42', '-iv', '-iv', 'v42', '-iv', 'iv42', '-v', '-v', '--iii', 'v', '-v', '--III53', '--III53', '-v', '--vii', '--vii', 'i', 'i', '--vii', '--vii', 'i', 'i', '-i53', '-i53', '--iii64', '--iii64', '--vii', '-III6', '-iv', '-iv']"
1_18_Don_Of_The_Slums.mid,sonic1,C major,"['iii', 'ii42', 'ii42', '-iii', 'vii', '-iii', '-iii', '-VII', '-iii', '-iii', 'v42', '-VII', 'v42', 'v7', 'iii7', '-III7', 'iii7', 'iii']"
1_19_Infiltrating_Shinra_Tower.mid,sonic1,a minor,"['iv', 'iv', '-VI42', '-VI42', 'iii', 'iii', '-V42', '-V42', 'i', 'i', 'III42', 'III42', 'v', 'v', '-V', '-V', 'iv', 'iv', '-VI42', '-VI42', 'iii', 'iii', '-V42', '-V42', 'i', 'i', 'III42', 'III42', 'v', 'v', '-V', '-V', 'iv', 'iv', '-VI42', '-VI42', 'iii', 'iii', '-V42', '-V42', 'i', 'i', 'III42', 'III42', 'v', 'v', '-V', '-V']"
1_2.mid,sonic1,B- major,"['IV', 'ii65', 'IV', 'V', 'V', '#iv', 'V42', 'I53', 'vi', '#ii', 'I65', 'ii43', 'V', '#iv', 'iii', '#vi42', 'vi65', '#ii65', 'I65', 'VI', 'v', '#ii7', 'vi42', 'V42', 'v', 'ii65', 'V', 'II42', 'VI7', 'VII', 'iii65', '#iv', 'V42', 'vii', 'I53', 'I53', 'vi53', 'V65', 'iii65', '#iv', 'V42', 'I7', 'I53', 'iii64', 'V', 'v', 'IV', 'ii65', 'IV', 'V', 'V', '#iv', 'V42', 'I53', 'vi', '#ii', 'I65', 'ii43', 'V', '#iv', 'iii', '#vi42', 'vi65', '#ii65', 'I65', 'VI', 'v', '#ii7', 'vi42', 'V42', 'v', 'ii65', 'V', 'II42', 'VI7', 'VII', 'iii65', '#iv', 'V42', 'vii', 'I53', 'I53', 'vi53', 'V65', 'iii65', '#iv', 'V42', 'I7', 'I53', 'iii64', 'V', 'v', 'I7', 'vi65', 'vi65', 'vi65', 'i43', '#iv', 'v42', 'V42', 'I7', 'vi65', 'vi65', 'vi65', 'V', 'V7', 'V7', 'V7', 'IV53', 'v', 'vi', 'vii7', 'v', '#vi65', 'V', '#vi', 'VI7', 'VII', 'iii65', '#iv', 'V42', 'vii', 'I53', 'I53', 'vi53', 'V65', 'iii65', '#iv', 'V42', 'I7', 'I53', 'iii64', 'V', 'v', 'v', 'V', 'V7', 'V7', 'V7', 'v', 'v']"
1_20_Still_More_Fighting.mid,sonic1,a minor,"['iv43', 'III', 'iv43', 'i', 'vi43', '-V', 'vi43', 'iii42', 'i53', 'ii42', 'i53', 'IV64', 'iii53', '-VI64', 'iii53', 'i', 'i', 'iii', '-VI53', 'v7', 'i53', 'i53', 'i', 'iii', '-VI53', 'v7', 'i53', 'i53', 'i', 'ii42', 'i', 'i43', 'IV', 'ii42', 'IV', 'i53', '-VII53', 'III53', '-VII53', 'III64', 'I53', 'iv53', 'I53', '-II53', 'vii', 'iv53', 'iv7', 'iv42', 'iv', 'i53', 'i', 'i', 'iv', 'iv53', 'iv7', 'iv53', 'ii42', 'i53', 'i7', 'i53', 'vii', 'iv53', 'iv', 'iv53', 'iv', 'i53', '#vi43', '#vii6', 'i64', 'i64', 'iv7', 'i', 'vi43', '-V', 'vi43', 'iii42', 'i53', 'ii42', 'i53', 'IV64', 'iii53', '-VI64', 'iii53', 'i']"
1_21_Red_XIIIs_Theme.mid,sonic1,d minor,"['iii', 'iii', 'IV42', 'IV42', 'IV42', 'IV42', 'IV42', 'III7', 'IV42', 'IV42', 'iii', 'V7', 'V65', 'V53', 'iii', 'V7', 'iii', 'vii65', '#iii42']"
1_22_Crazy_Motorcycle.mid,sonic1,B- major,"['II', 'vii', 'vii', 'vii', 'vii', 'vii', 'vii', 'vii', 'iii', 'iii', 'iii', 'iii', 'i', 'i', 'i', 'i', 'i', 'i', 'i', '#vi42', 'iii7', 'iii7', 'iii7', 'iii7', 'iii7', 'iii7', 'iii7', 'iii7', 'iv', 'i', 'i', '#iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'i', 'i', 'iv53', '#v43', 'iv', 'iv', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'iii', 'vi', 'iii', 'iii7', 'iii', 'vi', 'iii', 'iii7', 'vi', 'vi53', 'vi53', 'vi7', 'vi53', 'vi53', 'vi53', 'vi7', 'iii', 'iii43', 'iii', 'iii', 'iii', 'iii', 'iii43', 'iii', 'i', 'i', '#vi42', 'i', '#vi42', 'i', '#vi42', 'i']"
1_23_Holding_My_Thoughts_In_My_Heart.mid,sonic1,c# minor,"['-vii', '-i53', '-i53', '-iii', 'v65', '-i', '-iv', '-vii', '-iv', 'vii42', '-iv', '-iv', '-iv', '--vii', '-iv', '-iv', '-iv', '-VI53', '-iv', '-iv', 'III53', 'i53', 'III53', '-ii42', 'III53', 'iii', '-I53', '-II42', 'III64', 'III', '-I53', 'vi53', 'III64', 'III64']"
1_3.mid,sonic1,g minor,"['ii', 'iii42', 'ii', 'v', 'i65', 'III42', 'i65', 'v64', 'IV42', 'i', 'i65', 'i', '-VII', 'iii42', 'III', 'i', 'III65', 'i', 'III6', 'v7', 'V', '#vii', 'i7', 'v7', 'V53', 'i7', 'i', 'v7', 'V53', 'V', '#vii', 'v7', 'v', 'i7', 'V', 'III7', '-VII', '-VII', '#vi6', '-VII', 'v', 'v', 'ii65', 'IV42', 'III42', 'IV42', 'v64', 'IV42', 'III42', 'IV42', 'i', 'III', 'III42', 'i65', 'i', 'III6', 'v', 'v', 'i', 'i', 'v7', 'V53', 'i7', 'V', 'III7', '-VII', '-VII', '#vi6', '-VII', 'v', 'v', 'ii65', 'IV42', 'III42', 'IV42', 'v64', 'IV42', 'III42', 'IV42', 'V53', 'IV42', 'III42', 'IV42', 'v64', 'IV42', 'III42', 'IV42', 'i', 'III53', 'v', 'IV53', '-VII42', 'iii7', '-VII', '-VII', '#vi6', '-VII', 'v', 'v', 'v42', 'iv', 'v42', 'IV42', 'III42', 'IV42', 'v64', 'IV42', 'III42', 'IV42', 'V53', 'IV42', 'III42', 'IV42', 'v64', 'IV42', 'III42', 'IV42', 'i', 'III', 'III42', 'IV42', 'i', 'III', 'III42', 'iii', 'vii']"
1_and_1.mid,sonic1,C major,"['-', 'ii', 'ii', 'IV', 'iii65', 'ii', 'IV', 'ii', 'ii', 'v43', 'ii', 'IV', 'iii65', 'ii', 'IV', 'ii', 'ii', 'ii6', 'ii53', '-VII6', '-VII6', 'I53', 'I53', 'ii53', 'ii53', 'ii53', 'ii53', '-VII6', '-VII6', 'I53', 'I53', '-VII6', 'I6', 'IV6', '-VII64', 'v53', 'I64', 'I64', '-VII', 'v53', 'I64', 'ii', 'ii6', 'ii7', 'ii', 'iii', 'IV', 'ii', 'IV6', '-VII6', 'I6', 'IV6', '-VII64', 'v53', 'I64', 'I64', '-VII', 'v53', 'I64', 'IV6', '-VII64', 'v53', 'I64', 'I53', 'IV53', 'ii6', 'vi64', 'v', 'v53', '-VII53', 'I64', 'I53', 'IV6', '-VII64', 'v53', 'I64', 'I64', '-VII64', 'v53', 'I64', 'I53', 'IV6', 'ii6', 'vi64', 'v', 'v53', '-VII53', 'I64', 'I53', 'V6', 'I64', 'vi53', 'II64', 'II64', 'I64', 'vi53', 'II64', 'V6', 'I64', 'vi53', 'II64', 'II64', 'I64', 'vi7', 'II64', 'V6', 'I64', 'vi53', 'II64', 'II64', 'I64', 'vi53', 'II64', 'V6', 'I64', 'vi53', 'II64', 'II64', 'I64', 'vi53', 'II64', 'vi']"
1_Prison_Scene.mid,sonic1,b- minor,"['i', 'V53', '##vi7', 'i', 'iv', 'iv', 'V64']"
1_SMOKEW.MID,sonic1,c minor,"['v', 'ii42', '#i', 'v65', 'v7', 'i', 'v', 'i', 'i43', 'v', 'v', 'i', 'iv', 'v', 'i', 'i', 'i43', 'v', 'i', 'i', 'i', 'v', 'v', 'v7', 'iv', 'v7', 'v', 'v', 'iv', 'v', 'v', 'iv', 'v7', 'v7', 'v7', 'v7', 'v', 'I', 'i64', 'v', 'v', 'I', '-iii', 'i', 'i', 'i', 'v', 'i', 'i', 'v', 'v43', 'v7', 'ii', 'i43', 'i43', 'v43', '-vii', 'v7', 'v', 'iv', 'iv', 'i', 'v', 'v7', 'I64', 'I6', 'IV64', 'IV64', 'i', 'i', 'i43', 'v', 'i', 'i', 'i', 'v', 'I64', 'I64', 'I53', 'I43', 'I43', 'i7', 'v', 'v53']"
1_stairw.mid,sonic1,a minor,"['-', '-', '-', 'i53', 'III43', 'III64', 'IV6', '-VI7', '-VI7', 'i53', '-VI6', 'i64', 'III64', 'i42', '#vi53', '-VI64', '-VI64', 'i53', 'i53', 'III53', 'IV53', '-VI53', 'i', 'III53', '-VII53', 'IV64', 'IV53', 'III53', 'iv', '-VI53', 'i53', 'III64', 'iv', 'i64', '-VI7', 'i', 'III43', 'III64', 'IV6', '-VI7', '-VI7', 'i64', '-VI6', 'i64', 'V6', 'i42', '#vi53', '-VI64', '-VI64', 'i64', 'i53', 'iii', 'IV53', '-VI53', 'i', 'III53', '-VII53', 'IV64', 'IV53', 'iii', 'ii65', '-VI53', 'i53', 'III53', 'iv', 'i53', '-VI7', 'i64', 'V6', 'i42', '#vi53', '-VI42', '-VI64', 'i64', 'i53', 'i64', 'III64', 'i42', '#vi53', '-VI64', '-VI64', 'i53', 'i53', 'i7', 'i', 'iv', 'iv', 'i', 'i', 'IV', 'iv', 'i', 'i53', 'iv', 'iv', 'i', 'i', 'IV', 'iv', 'iii', '-VII', 'i', 'i', 'iii', '-VII', 'i7', 'i53', 'iii', '-VII', 'i', 'i', 'iii', '-VII', 'i7', 'i53', 'III53', '-VII', 'i7', 'i53', 'iv', 'IV53', 'i53', 'i53', 'vii43', 'IV53', 'i7', 'i53', 'iv', 'IV53', 'i53', 'i53', 'IV64', 'IV53', 'III53', '-VII', 'i', 'i', 'iii', '-VII', 'i53', 'i53', 'iii', '-VII', 'i53', 'i', 'iii', '-VII', 'i53', 'i53', 'III', '-VII', 'i7', 'i53', 'iv', 'IV53', 'i7', 'i53', 'vii43', 'IV53', 'i7', 'i53', 'iv', 'IV53', 'i53', 'i7', 'vii43', 'IV53', 'iii', '-VII', 'i', 'i', 'iii', '-VII', 'i53', 'i53', 'iii', '-VII', 'i53', 'i', 'iii', '-VII', 'i53', 'i53', 'III', '-VII6', 'IV6', 'IV64', 'vii', 'vii', 'vii', 'IV42', '#vi', 'iii', '#vi', 'vii', 'iv', 'vii', 'iv', '#vi', 'IV42', '-VII65', 'ii7', 'i', 'III', '-VI7', '-VI53', 'i', 'i42', '-VI7', '-VI7', 'i53', 'III', 'vi7', '-VI53', 'iv43', 'iii', '-VI', 'vi', 'i53', 'III', 'vi7', '-VI53', 'i7', 'iii', '-VI53', '-VI64', 'i', 'III', '-VI7', '-VI53', 'iv43', 'III', '-VI53', 'vi', 'i', 'III', '-VI7', '-VI', 'i53', 'i42', '-VI53', '-VI64', 'i', '-VII', '-VI53', 'iv65', 'i', '-VII53', 'ii', 'iv65', 'i', 'vii', '-VI53', 'vi7', 'iv', 'vii', '-VI53', 'vi7', 'i53', 'vii', '-VI53', 'vi7', 'iv', '-VII53', '-VI53', 'vi7', 'i', 'vii', 'iv65', 'iv42', 'i', 'vii', 'iv65', 'iv65', 'iv', 'III', 'iv65', '-VI53', 'i7', 'III', '-VI', 'vi', 'i', 'iii43', 'vi7', '-VI53', 'i', 'iii', 'vi', 'vi', 'vi', 'iv42', 'vi', 'vi', 'vi', 'vi', '-VI', 'i']"
1_sweet_day.mid,sonic1,g# minor,"['-', '-', 'iv', '-vi53', 'vii', '-iv', '-iv', '-iv', 'i7', 'i7', '-iv', '-iv', '-iv', 'iv43', '-vi6', '-iv', '-iv43', '-iv64', 'i42', '-iv', '-iv', '-iv', '-iv64', 'i7', '-iv43', '-iv65', '-iv64', '-iv64', 'i42', '-iii', '-iv', '-iv64', 'i65', '-vii', 'iv', 'i65', 'iii', 'i42', '--vi', '-VI', 'iii', 'i7', '-vi', 'i65', '-VI', 'iv42', '-VI', '--vi', '--vi6', '--vi6', '--vi6']"
